b2b,is_home,pp_boost,ai_factor,player_id,prob_goal,prob_shot,opp_sv_pct,prob_point,pp_reliance,prob_assist,toi_minutes,games_played,goals_per_game,shots_per_game,algo_score_goal,algo_score_shot,fatigue_penalty,points_per_game,assists_per_game,sh_pct_regression,label_goal,label_assist,label_point,label_shot,game_id,date,l5_hot,l5_cold,l5_goal,l5_shot,l5_point,l5_assist,l5_l5_pts,l5_l5_goals,l5_l5_shots,l5_toi_drop_factor,l5_sh_pct_regression,l5_days_since_last_game,h2h_goal,h2h_shot,h2h_games,h2h_point,pp_share,opp_pk_l10_est,opp_tsh_per_game,opp_penalty_volume,l5_max_gap_surge,l5_toi_drop_penalty,l5_m5_m10_regression
False,1,1.0,1.0,8480192,0.0,34.0,,17.9,,17.5,0.0,11,0.0,2.0,0,33,,0.182,0.182,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8479359,9.1,10.7,,17.3,,9.1,0.0,56,0.071,0.9,9,10,,0.143,0.071,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8482896,7.3,6.1,,14.1,,7.3,0.0,35,0.057,0.7,7,6,,0.114,0.057,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8480891,0.0,48.2,,5.4,,5.4,0.0,24,0.0,2.0,0,48,,0.042,0.042,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8478439,51.0,54.5,,81.5,,58.5,0.0,55,0.4,2.3,50,54,,0.982,0.582,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,True,False,1.5,1.153,1.5,1.375,9.0,5.0,13.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8475760,16.5,21.0,,19.0,,2.9,0.0,36,0.167,1.5,16,20,,0.194,0.028,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8478440,39.1,38.4,,72.6,,54.8,0.0,57,0.281,2.0,39,38,,0.825,0.544,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,True,False,1.425,0.916,1.213,1.103,5.0,2.0,9.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.3,8483500,25.6,13.0,,43.0,,23.4,0.0,45,0.222,1.0,25,12,,0.422,0.2,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8478414,25.3,67.7,,44.1,,24.8,0.0,52,0.269,3.4,25,67,,0.538,0.269,,1,0,1,1,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8479420,34.7,90.6,,57.3,,41.3,0.0,57,0.526,3.6,34,90,,1.035,0.509,,1,1,1,1,2025020910,2026-02-26T00:00:00+00:00,False,True,0.76,1.453,0.773,0.786,4.0,2.0,26.0,,,,0.8,0.8,2.0,0.8,,,,,,,
False,0,1.0,1.3,8480839,14.3,80.7,,72.1,,75.2,0.0,53,0.208,2.7,14,80,,0.906,0.698,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,True,False,0.7,1.112,1.325,1.5,6.0,0.0,15.0,,,,0.8,1.112,2.0,0.8,,,,,,,
False,0,1.0,1.3,8480064,25.5,20.6,,65.5,,55.0,0.0,19,0.316,1.4,25,20,,0.895,0.579,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,False,False,0.7,0.844,0.894,1.036,4.0,1.0,6.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.3,8477949,46.6,85.1,,65.5,,41.3,0.0,56,0.393,2.4,46,85,,0.857,0.464,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,False,False,1.5,1.095,1.167,0.862,5.0,3.0,13.0,,,,0.8,1.4,2.0,0.8,,,,,,,
False,1,1.0,1.0,8481559,22.3,46.7,,66.1,,57.2,0.0,36,0.333,3.5,22,46,,1.0,0.667,,0,1,1,0,2025020910,2026-02-26T00:00:00+00:00,False,False,0.7,0.7,1.0,1.2,5.0,1.0,12.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.3,8475722,41.3,29.4,,50.9,,29.0,0.0,38,0.395,2.1,41,29,,0.763,0.368,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,False,True,1.013,0.7,0.7,0.7,2.0,2.0,7.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8482110,21.9,30.0,,43.4,,27.1,0.0,57,0.228,1.9,21,30,,0.526,0.298,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8480802,13.4,46.9,,68.3,,65.0,0.0,57,0.193,1.2,13,46,,0.719,0.526,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,True,False,0.7,1.174,1.5,1.5,6.0,0.0,7.0,,,,0.8,1.4,2.0,0.8,,,,,,,
False,0,1.0,1.3,8482097,14.5,55.7,,64.5,,58.3,0.0,57,0.211,2.1,14,55,,0.649,0.439,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,True,False,0.7,1.353,1.5,1.5,6.0,0.0,14.0,,,,0.8,0.8,2.0,0.8,,,,,,,
False,0,1.0,1.3,8480807,27.3,46.8,,47.2,,32.3,0.0,55,0.2,1.4,27,46,,0.618,0.418,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,False,False,1.5,1.013,0.971,0.7,3.0,3.0,7.0,,,,0.8,1.4,2.0,0.8,,,,,,,
False,1,1.0,1.0,8480002,53.1,74.1,,40.5,,25.9,0.0,57,0.333,2.6,53,74,,0.737,0.404,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,False,False,1.5,1.5,0.814,0.7,3.0,3.0,21.0,,,,1.4,0.944,2.0,0.8,,,,,,,
False,1,1.0,1.0,8479407,25.6,41.7,,49.9,,34.6,0.0,57,0.228,2.2,25,41,,0.719,0.491,,0,1,1,0,2025020910,2026-02-26T00:00:00+00:00,False,False,1.5,0.912,1.112,0.814,4.0,2.0,10.0,,,,0.8,1.14,2.0,0.8,,,,,,,
False,0,1.0,1.3,8481524,12.3,6.5,,55.6,,46.7,0.0,57,0.175,1.2,12,6,,0.491,0.316,,0,1,1,0,2025020910,2026-02-26T00:00:00+00:00,True,False,0.7,0.7,1.221,1.5,3.0,0.0,3.0,,,,0.8,0.803,2.0,1.018,,,,,,,
False,0,1.0,1.3,8481522,15.1,17.0,,44.2,,34.3,0.0,57,0.123,1.1,15,16,,0.439,0.316,,1,1,1,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.3,8482659,34.7,39.8,,47.2,,29.0,0.0,57,0.316,2.1,34,39,,0.684,0.368,,0,0,0,1,2025020910,2026-02-26T00:00:00+00:00,False,False,1.267,0.7,0.877,0.7,3.0,2.0,6.0,,,,0.8,1.188,2.0,0.8,,,,,,,
False,1,1.0,1.2,8471214,27.7,71.6,,54.0,,54.8,0.0,59,0.373,2.8,27,71,,0.814,0.441,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,False,True,0.7,1.079,0.737,1.362,3.0,0.0,15.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8478399,0.0,34.0,,12.4,,12.2,0.0,57,0.0,2.0,0,33,,0.123,0.123,,0,0,0,0,2025020910,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8481533,25.7,49.2,,50.4,,35.6,0.0,56,0.357,2.2,25,49,,0.875,0.518,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,False,True,0.7,1.093,0.7,0.772,3.0,1.0,12.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.1,8476372,4.2,16.5,,13.3,,9.4,0.0,56,0.036,1.3,4,16,,0.125,0.089,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8480990,5.7,10.3,,21.8,,17.2,0.0,21,0.048,0.9,5,10,,0.19,0.143,,0,1,1,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8483733,10.7,3.5,,27.9,,18.9,0.0,42,0.095,0.6,10,3,,0.286,0.19,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8478911,2.2,20.8,,29.3,,28.2,0.0,56,0.018,1.3,2,20,,0.268,0.25,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8477499,6.1,23.7,,30.3,,25.1,0.0,19,0.053,1.5,6,23,,0.316,0.263,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8479345,49.6,75.5,,79.1,,58.1,0.0,57,0.368,3.2,49,75,,0.807,0.439,,0,1,1,0,2025020911,2026-02-26T00:00:00+00:00,True,False,1.5,1.002,1.5,1.5,8.0,3.0,16.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.2,8475343,9.3,10.3,,33.4,,26.7,0.0,51,0.078,0.9,9,10,,0.314,0.235,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8479336,29.7,13.4,,34.5,,7.8,0.0,27,0.296,1.1,29,13,,0.37,0.074,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8478463,22.3,48.6,,35.5,,16.4,0.0,59,0.203,2.1,22,48,,0.339,0.136,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8480796,8.2,13.3,,36.0,,30.6,0.0,58,0.069,1.0,8,13,,0.345,0.276,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8480873,4.7,19.7,,36.1,,33.4,0.0,52,0.038,1.2,4,19,,0.346,0.308,,1,0,1,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8484142,10.2,11.0,,37.4,,29.5,0.0,22,0.091,1.0,10,10,,0.409,0.318,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8477948,12.0,14.2,,38.8,,29.8,0.0,56,0.107,1.2,11,14,,0.429,0.321,,0,1,1,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8479400,16.2,30.8,,30.9,,17.2,0.0,7,0.143,1.6,16,30,,0.286,0.143,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8481546,9.2,19.2,,40.2,,33.2,0.0,49,0.082,1.4,9,19,,0.449,0.367,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8482142,10.6,14.5,,39.1,,31.2,0.0,53,0.094,1.2,10,14,,0.434,0.34,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8481656,25.5,44.9,,64.5,,49.0,0.0,56,0.339,2.2,25,44,,0.679,0.339,,1,1,1,0,2025020911,2026-02-26T00:00:00+00:00,False,False,0.7,0.911,1.179,1.5,4.0,1.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.2,8484186,15.4,38.4,,40.7,,30.0,0.0,52,0.192,2.0,15,38,,0.577,0.385,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,False,True,0.7,0.918,0.7,0.7,0.0,0.0,9.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.1,8480015,24.6,64.1,,39.4,,19.7,0.0,56,0.339,2.6,24,64,,0.625,0.286,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,False,True,0.7,1.143,0.7,0.7,2.0,1.0,15.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.1,8477989,16.6,19.4,,39.0,,35.6,0.0,55,0.218,2.0,16,19,,0.618,0.4,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,False,True,0.7,0.7,0.7,1.0,2.0,0.0,5.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.2,8481580,22.0,25.1,,54.0,,41.1,0.0,55,0.145,1.9,21,25,,0.564,0.418,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,False,False,1.375,0.733,1.065,0.957,3.0,1.0,7.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.2,8482088,22.0,52.2,,40.4,,23.2,0.0,55,0.218,1.5,21,52,,0.473,0.255,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,False,False,0.917,1.5,0.846,0.786,2.0,1.0,12.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.1,8484387,24.5,41.5,,45.3,,27.4,0.0,55,0.236,2.1,24,41,,0.527,0.291,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8481553,26.6,27.6,,42.3,,21.5,0.0,50,0.26,1.7,26,27,,0.48,0.22,,0,1,1,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8476461,10.2,26.9,,41.8,,34.3,0.0,55,0.091,1.6,10,26,,0.473,0.382,,0,0,0,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.1,8480220,19.1,25.0,,41.2,,27.0,0.0,56,0.179,1.6,19,25,,0.464,0.286,,1,0,1,0,2025020911,2026-02-26T00:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.2,8483573,18.0,15.1,,40.4,,39.1,0.0,48,0.229,1.5,18,15,,0.479,0.25,,0,0,0,1,2025020911,2026-02-26T00:00:00+00:00,False,False,0.7,0.7,0.835,1.5,2.0,0.0,3.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.5,8481711,25.9,29.4,,49.9,,32.2,0.0,46,0.217,1.3,25,29,,0.522,0.304,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8475171,12.7,26.9,,54.9,,53.5,0.0,57,0.14,1.4,12,26,,0.596,0.456,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,False,False,0.7,0.844,1.006,1.315,3.0,0.0,6.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8474151,24.3,19.3,,51.7,,36.0,0.0,22,0.182,1.0,24,19,,0.455,0.273,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8477503,20.2,42.3,,52.6,,40.0,0.0,55,0.164,1.6,20,42,,0.564,0.4,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8482259,37.3,60.0,,53.1,,25.6,0.0,56,0.339,2.1,37,60,,0.571,0.232,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8476853,23.5,57.7,,41.3,,32.7,0.0,54,0.13,2.0,23,57,,0.574,0.444,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,False,True,1.5,1.019,0.7,0.7,2.0,1.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8477416,34.2,55.0,,69.2,,29.8,0.0,55,0.182,1.7,34,55,,0.491,0.309,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,True,False,1.5,1.209,1.5,0.7,4.0,3.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8475167,0.0,71.0,,50.0,,50.7,0.0,21,0.0,2.0,0,70,,0.619,0.619,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,False,True,1.0,1.273,0.7,0.7,1.0,0.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8478010,49.5,72.3,,85.7,,71.6,0.0,37,0.297,2.2,49,72,,0.811,0.514,,1,1,1,1,2025020912,2026-02-26T00:30:00+00:00,True,False,1.5,1.173,1.5,1.5,8.0,4.0,13.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8477404,45.8,48.3,,85.3,,72.9,0.0,55,0.473,2.6,45,48,,1.091,0.618,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,False,False,0.846,0.7,1.1,1.294,6.0,2.0,7.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8479542,45.8,83.9,,79.8,,62.5,0.0,50,0.54,3.0,45,83,,1.08,0.54,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,False,False,0.741,1.081,0.926,1.111,5.0,2.0,16.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.5,8477939,42.4,74.7,,79.6,,63.9,0.0,40,0.45,2.2,42,74,,1.3,0.85,,0,1,1,1,2025020912,2026-02-26T00:30:00+00:00,False,False,0.889,1.209,0.923,0.941,6.0,2.0,13.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8478178,55.0,92.3,,92.2,,80.5,0.0,49,0.347,2.6,54,92,,1.061,0.714,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,True,False,1.5,1.5,1.5,1.4,9.0,4.0,20.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.5,8479318,38.8,85.8,,79.6,,56.2,0.0,51,0.51,3.8,38,85,,0.941,0.431,,0,1,1,0,2025020912,2026-02-26T00:30:00+00:00,True,False,0.7,0.846,1.275,1.5,6.0,1.0,16.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.5,8482720,41.5,57.7,,54.9,,41.1,0.0,54,0.259,1.9,41,57,,0.852,0.593,,1,1,1,1,2025020912,2026-02-26T00:30:00+00:00,False,True,1.5,1.038,0.704,0.7,3.0,2.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8476826,17.7,32.1,,47.3,,36.0,0.0,55,0.127,1.4,17,32,,0.4,0.273,,0,0,0,1,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8475166,28.7,57.7,,54.9,,39.9,0.0,57,0.351,2.5,28,57,,0.825,0.474,,1,0,1,1,2025020912,2026-02-26T00:30:00+00:00,False,True,0.7,0.814,0.728,0.844,3.0,1.0,10.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.4,8476453,60.1,95.0,,98.4,,94.9,0.0,51,0.569,3.1,60,96,,1.784,1.216,,1,1,1,0,2025020912,2026-02-26T00:30:00+00:00,True,False,1.055,1.5,1.457,1.5,13.0,3.0,25.0,,,,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.5,8481582,26.4,42.7,,47.2,,28.1,0.0,54,0.222,1.6,26,42,,0.481,0.259,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.4,8482655,13.5,34.2,,43.6,,35.1,0.0,53,0.094,1.4,13,34,,0.358,0.264,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.4,8480426,10.1,25.4,,46.9,,41.3,0.0,43,0.07,1.2,10,25,,0.395,0.326,,0,1,1,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8478443,0.0,57.7,,17.7,,17.1,0.0,34,0.0,2.0,0,57,,0.147,0.147,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8475714,20.0,15.2,,22.2,,3.4,0.0,37,0.162,0.9,20,15,,0.189,0.027,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.4,8482929,9.1,9.6,,25.9,,18.5,0.0,32,0.062,0.8,9,9,,0.188,0.125,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8479442,9.0,23.5,,28.2,,20.7,0.0,44,0.068,1.1,8,23,,0.25,0.182,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8478904,10.4,17.6,,31.0,,22.5,0.0,50,0.08,1.0,10,17,,0.28,0.2,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8476872,24.6,27.1,,31.2,,9.3,0.0,39,0.205,1.2,24,27,,0.282,0.077,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.5,8481122,0.0,57.7,,7.8,,7.5,0.0,49,0.0,2.0,0,57,,0.061,0.061,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.4,8477149,13.0,6.6,,35.4,,25.7,0.0,11,0.091,0.6,13,6,,0.273,0.182,,0,0,0,0,2025020912,2026-02-26T00:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,
